PostNum,PreNum,CandidateName,CandidateSurname,Sex,Saeima,PartyNum,PartyAbbr,DistrNum,DistrName,BallotsForParty,Pluses,Minuses,Points,Result
3,1,Imants,Burvis,Male,9,11,"Tēvzemes savienība",3,Latgale,127,10,6,131,""
4,2,Mārtiņš,Draudiņš,Male,9,11,"Tēvzemes savienība",3,Latgale,127,10,6,131,""
5,11,"Guntis Ikars",Francis,Male,9,11,"Tēvzemes savienība",3,Latgale,127,11,7,131,""
6,9,Jānis,Kraulers,Male,9,11,"Tēvzemes savienība",3,Latgale,127,9,6,130,""
7,13,Ināra,Giriča,Female,9,11,"Tēvzemes savienība",3,Latgale,127,8,5,130,""
8,19,Inta,Baltiņa,Female,9,11,"Tēvzemes savienība",3,Latgale,127,7,4,130,""
9,3,Pēteris,Abrickis,Male,9,11,"Tēvzemes savienība",3,Latgale,127,8,6,129,""
10,6,Ivars,Rozenšteins,Male,9,11,"Tēvzemes savienība",3,Latgale,127,8,6,129,""
11,8,Nikolajs,Baranovskis,Male,9,11,"Tēvzemes savienība",3,Latgale,127,8,6,129,""
12,15,Ilgonis,Erdmanis,Male,9,11,"Tēvzemes savienība",3,Latgale,127,7,5,129,""
13,17,Māris,Spriņģis,Male,9,11,"Tēvzemes savienība",3,Latgale,127,8,6,129,""
14,18,Varimants,Zemītis,Male,9,11,"Tēvzemes savienība",3,Latgale,127,8,6,129,""
15,4,Arnis,Zviedris,Male,9,11,"Tēvzemes savienība",3,Latgale,127,7,6,128,""
16,10,Paulis,Siliņš,Male,9,11,"Tēvzemes savienība",3,Latgale,127,7,6,128,""
17,12,Ēriks,Skuja,Male,9,11,"Tēvzemes savienība",3,Latgale,127,7,6,128,""
18,14,Juris,Rēķis,Male,9,11,"Tēvzemes savienība",3,Latgale,127,7,7,127,""
19,16,Bruno,Zeiliņš,Male,9,11,"Tēvzemes savienība",3,Latgale,127,7,7,127,""
1,2,Mārtiņš,Draudiņš,Male,9,11,"Tēvzemes savienība",4,Kurzeme,140,19,4,155,""
2,15,Vitālijs,Lukjaņenoks,Male,9,11,"Tēvzemes savienība",4,Kurzeme,140,15,2,153,""
3,1,Jānis,Kraulers,Male,9,11,"Tēvzemes savienība",4,Kurzeme,140,14,2,152,""
4,3,Imants,Burvis,Male,9,11,"Tēvzemes savienība",4,Kurzeme,140,11,2,149,""
5,7,Aivars,Pušpurs,Male,9,11,"Tēvzemes savienība",4,Kurzeme,140,6,2,144,""
6,5,Pēteris,Abrickis,Male,9,11,"Tēvzemes savienība",4,Kurzeme,140,4,2,142,""
7,11,Ēriks,Skuja,Male,9,11,"Tēvzemes savienība",4,Kurzeme,140,4,2,142,""
8,13,Juris,Rēķis,Male,9,11,"Tēvzemes savienība",4,Kurzeme,140,4,2,142,""
9,16,Marģers,Martinsons,Male,9,11,"Tēvzemes savienība",4,Kurzeme,140,4,2,142,""
10,17,Gunārs,Zaķis,Male,9,11,"Tēvzemes savienība",4,Kurzeme,140,3,1,142,""
11,8,Ivars,Rozenšteins,Male,9,11,"Tēvzemes savienība",4,Kurzeme,140,2,2,140,""
12,9,Bruno,Zeiliņš,Male,9,11,"Tēvzemes savienība",4,Kurzeme,140,2,2,140,""
13,10,"Guntis Ikars",Francis,Male,9,11,"Tēvzemes savienība",4,Kurzeme,140,2,2,140,""
14,12,Ināra,Giriča,Female,9,11,"Tēvzemes savienība",4,Kurzeme,140,2,2,140,""
15,14,Paulis,Siliņš,Male,9,11,"Tēvzemes savienība",4,Kurzeme,140,2,2,140,""
16,6,Gundaris,Langrāts,Male,9,11,"Tēvzemes savienība",4,Kurzeme,140,1,2,139,""
17,4,Arnis,Zviedris,Male,9,11,"Tēvzemes savienība",4,Kurzeme,140,1,3,138,""
1,2,Mārtiņš,Draudiņš,Male,9,11,"Tēvzemes savienība",5,Zemgale,162,23,4,181,""
2,1,Imants,Burvis,Male,9,11,"Tēvzemes savienība",5,Zemgale,162,15,4,173,""
3,3,Arnis,Zviedris,Male,9,11,"Tēvzemes savienība",5,Zemgale,162,12,3,171,""
4,7,Ivars,Rozenšteins,Male,9,11,"Tēvzemes savienība",5,Zemgale,162,6,3,165,""
5,11,"Guntis Ikars",Francis,Male,9,11,"Tēvzemes savienība",5,Zemgale,162,5,3,164,""
6,6,Aivars,Pušpurs,Male,9,11,"Tēvzemes savienība",5,Zemgale,162,4,3,163,""
7,12,Ēriks,Skuja,Male,9,11,"Tēvzemes savienība",5,Zemgale,162,3,2,163,""
8,17,Gunārs,Zaķis,Male,9,11,"Tēvzemes savienība",5,Zemgale,162,3,2,163,""
9,5,Gundaris,Langrāts,Male,9,11,"Tēvzemes savienība",5,Zemgale,162,4,4,162,""
10,9,Paulis,Siliņš,Male,9,11,"Tēvzemes savienība",5,Zemgale,162,3,3,162,""
11,13,Ilgonis,Erdmanis,Male,9,11,"Tēvzemes savienība",5,Zemgale,162,3,3,162,""
12,8,Jānis,Kraulers,Male,9,11,"Tēvzemes savienība",5,Zemgale,162,2,3,161,""
13,10,Viktorija,Zemīte,Female,9,11,"Tēvzemes savienība",5,Zemgale,162,3,4,161,""
14,15,Juris,Rēķis,Male,9,11,"Tēvzemes savienība",5,Zemgale,162,2,3,161,""
15,14,Igors,Šiškins,Male,9,11,"Tēvzemes savienība",5,Zemgale,162,4,6,160,""
16,16,Nikolajs,Baranovskis,Male,9,11,"Tēvzemes savienība",5,Zemgale,162,3,5,160,""
17,4,Pēteris,Abrickis,Male,9,11,"Tēvzemes savienība",5,Zemgale,162,1,5,158,""
1,1,Viktors,Birze,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,81,13,429,""
2,3,Jānis,Kušķis,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,40,12,389,""
3,7,Aigars,Prūsis,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,34,13,382,""
4,4,Raimonds,Bitenieks,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,30,14,377,""
5,2,Andris,Priediņš,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,25,12,374,""
6,17,Ilze,Kokoreviča,Female,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,24,11,374,""
7,8,Kristaps,Kaupe,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,23,14,370,""
8,5,Mārtiņš,Kālis,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,19,12,368,""
9,28,Guntars,Landmanis,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,17,10,368,""
10,6,Ainis,Sproģis,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,18,12,367,""
11,10,Leonards,Inkins,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,24,18,367,""
12,15,Gatis,Druvaskalns,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,17,11,367,""
13,14,Aldis,Viesturs,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,14,9,366,""
14,11,Arnis,Kadiķis,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,16,12,365,""
15,16,Kalvis,Kalsers,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,17,13,365,""
16,12,"Maruta Aija",Gulbe,Female,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,14,12,363,""
17,13,Edgars,Dambītis,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,15,13,363,""
18,19,Pēteris,Vārpsalietis,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,11,9,363,""
19,22,Guntars,Jansons,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,11,9,363,""
20,24,Modris,Ozoliņš,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,12,10,363,""
21,25,Normunds,Krafts,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,11,11,361,""
22,20,Kārlis,Apsītis-Ozoliņš,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,8,11,358,""
23,21,Rolands,Ungurs,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,8,11,358,""
24,26,Raimonds,Belts,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,9,12,358,""
25,18,Imants,Eriksons,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,8,12,357,""
26,27,Ainars,Tučins,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,6,11,356,""
27,29,Andris,Dēlands,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,6,13,354,""
28,9,Vilhelms,Klincāns,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,7,15,353,""
29,23,Arvo,Karelsons,Male,9,12,"Nacionālā Spēka Savienība",1,Rīga,361,5,14,352,""
1,1,Jānis,Kušķis,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,48,6,335,""
2,3,Viktors,Birze,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,46,5,334,""
3,5,Aigars,Prūsis,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,32,6,319,""
4,9,Kristaps,Kaupe,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,25,5,313,""
5,13,Raimonds,Bitenieks,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,22,4,311,""
6,11,Leonards,Inkins,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,19,6,306,""
7,19,Kārlis,Skalbe,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,16,3,306,""
8,8,Ainis,Sproģis,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,17,5,305,""
9,10,Ilze,Kokoreviča,Female,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,19,7,305,""
10,2,Mārtiņš,Kālis,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,19,8,304,""
11,6,Vilhelms,Klincāns,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,18,8,303,""
12,7,Pēteris,Vārpsalietis,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,17,7,303,""
13,25,Guntars,Landmanis,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,13,3,303,""
14,17,Aldis,Viesturs,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,11,5,299,""
15,21,Normunds,Krafts,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,12,6,299,""
16,23,Modris,Ozoliņš,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,12,6,299,""
17,16,Imants,Eriksons,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,11,6,298,""
18,26,Gatis,Druvaskalns,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,11,6,298,""
19,22,Arnis,Kadiķis,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,10,6,297,""
20,4,Andris,Priediņš,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,10,7,296,""
21,12,"Maruta Aija",Gulbe,Female,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,12,9,296,""
22,15,Rolands,Ungurs,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,9,6,296,""
23,14,Kalvis,Kalsers,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,10,8,295,""
24,24,Andris,Dēlands,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,9,8,294,""
25,18,Arvo,Karelsons,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,8,8,293,""
26,20,Raimonds,Belts,Male,9,12,"Nacionālā Spēka Savienība",2,Vidzeme,293,7,8,292,""
1,4,Ilze,Kokoreviča,Female,9,12,"Nacionālā Spēka Savienība",3,Latgale,117,14,0,131,""
2,1,Vilhelms,Klincāns,Male,9,12,"Nacionālā Spēka Savienība",3,Latgale,117,12,0,129,""
3,5,Ainis,Sproģis,Male,9,12,"Nacionālā Spēka Savienība",3,Latgale,117,11,0,128,""
4,7,Jānis,Kušķis,Male,9,12,"Nacionālā Spēka Savienība",3,Latgale,117,11,0,128,""
5,8,Pēteris,Vārpsalietis,Male,9,12,"Nacionālā Spēka Savienība",3,Latgale,117,10,0,127,""
6,9,"Maruta Aija",Gulbe,Female,9,12,"Nacionālā Spēka Savienība",3,Latgale,117,10,0,127,""
7,10,Raimonds,Bitenieks,Male,9,12,"Nacionālā Spēka Savienība",3,Latgale,117,10,0,127,""
8,11,Arnis,Kadiķis,Male,9,12,"Nacionālā Spēka Savienība",3,Latgale,117,11,1,127,""
9,3,Viktors,Birze,Male,9,12,"Nacionālā Spēka Savienība",3,Latgale,117,9,0,126,""
10,16,Aigars,Prūsis,Male,9,12,"Nacionālā Spēka Savienība",3,Latgale,117,9,0,126,""
11,2,Leonards,Inkins,Male,9,12,"Nacionālā Spēka Savienība",3,Latgale,117,7,0,124,""
12,13,Kārlis,Skalbe,Male,9,12,"Nacionālā Spēka Savienība",3,Latgale,117,7,0,124,""
13,14,Modris,Ozoliņš,Male,9,12,"Nacionālā Spēka Savienība",3,Latgale,117,8,1,124,""
14,6,Ainars,Tučins,Male,9,12,"Nacionālā Spēka Savienība",3,Latgale,117,7,2,122,""
15,12,Andris,Priediņš,Male,9,12,"Nacionālā Spēka Savienība",3,Latgale,117,8,3,122,""
16,15,Guntars,Landmanis,Male,9,12,"Nacionālā Spēka Savienība",3,Latgale,117,5,0,122,""
1,1,Aigars,Prūsis,Male,9,12,"Nacionālā Spēka Savienība",4,Kurzeme,246,54,11,289,""
2,3,Viktors,Birze,Male,9,12,"Nacionālā Spēka Savienība",4,Kurzeme,246,52,10,288,""
3,4,Raimonds,Bitenieks,Male,9,12,"Nacionālā Spēka Savienība",4,Kurzeme,246,47,10,283,""
4,2,Normunds,Krafts,Male,9,12,"Nacionālā Spēka Savienība",4,Kurzeme,246,37,11,272,""
5,9,Raimonds,Belts,Male,9,12,"Nacionālā Spēka Savienība",4,Kurzeme,246,29,8,267,""
6,17,Guntars,Landmanis,Male,9,12,"Nacionālā Spēka Savienība",4,Kurzeme,246,29,12,263,""
7,5,Modris,Ozoliņš,Male,9,12,"Nacionālā Spēka Savienība",4,Kurzeme,246,26,10,262,""
8,6,Jānis,Kušķis,Male,9,12,"Nacionālā Spēka Savienība",4,Kurzeme,246,23,7,262,""
9,10,Arnis,Kadiķis,Male,9,12,"Nacionālā Spēka Savienība",4,Kurzeme,246,20,7,259,""
10,11,Ainars,Tučins,Male,9,12,"Nacionālā Spēka Savienība",4,Kurzeme,246,21,8,259,""
11,7,Kārlis,Apsītis-Ozoliņš,Male,9,12,"Nacionālā Spēka Savienība",4,Kurzeme,246,23,11,258,""
12,12,Guntars,Jansons,Male,9,12,"Nacionālā Spēka Savienība",4,Kurzeme,246,21,9,258,""
13,16,Māris,Purviņš,Male,9,12,"Nacionālā Spēka Savienība",4,Kurzeme,246,17,8,255,""
14,8,Andris,Dēlands,Male,9,12,"Nacionālā Spēka Savienība",4,Kurzeme,246,15,8,253,""
15,14,Andris,Priediņš,Male,9,12,"Nacionālā Spēka Savienība",4,Kurzeme,246,14,8,252,""
16,13,Edgars,Dambītis,Male,9,12,"Nacionālā Spēka Savienība",4,Kurzeme,246,12,9,249,""
17,15,Arvo,Karelsons,Male,9,12,"Nacionālā Spēka Savienība",4,Kurzeme,246,10,8,248,""
1,1,Ainis,Sproģis,Male,9,12,"Nacionālā Spēka Savienība",5,Zemgale,155,33,3,185,""
2,4,Viktors,Birze,Male,9,12,"Nacionālā Spēka Savienība",5,Zemgale,155,23,2,176,""
3,3,Jānis,Kušķis,Male,9,12,"Nacionālā Spēka Savienība",5,Zemgale,155,21,3,173,""
4,5,Raimonds,Bitenieks,Male,9,12,"Nacionālā Spēka Savienība",5,Zemgale,155,20,2,173,""
5,2,Andris,Priediņš,Male,9,12,"Nacionālā Spēka Savienība",5,Zemgale,155,15,2,168,""
6,6,Mārtiņš,Kālis,Male,9,12,"Nacionālā Spēka Savienība",5,Zemgale,155,14,1,168,""
7,7,Kārlis,Skalbe,Male,9,12,"Nacionālā Spēka Savienība",5,Zemgale,155,15,2,168,""
8,10,Aigars,Prūsis,Male,9,12,"Nacionālā Spēka Savienība",5,Zemgale,155,14,1,168,""
9,14,Edgars,Dambītis,Male,9,12,"Nacionālā Spēka Savienība",5,Zemgale,155,12,1,166,""
10,13,Modris,Ozoliņš,Male,9,12,"Nacionālā Spēka Savienība",5,Zemgale,155,10,1,164,""
11,11,Aldis,Viesturs,Male,9,12,"Nacionālā Spēka Savienība",5,Zemgale,155,9,1,163,""
12,8,Arvo,Karelsons,Male,9,12,"Nacionālā Spēka Savienība",5,Zemgale,155,9,2,162,""
13,12,Normunds,Krafts,Male,9,12,"Nacionālā Spēka Savienība",5,Zemgale,155,8,1,162,""
14,15,Ainars,Tučins,Male,9,12,"Nacionālā Spēka Savienība",5,Zemgale,155,8,2,161,""
15,9,Vilhelms,Klincāns,Male,9,12,"Nacionālā Spēka Savienība",5,Zemgale,155,7,3,159,""
1,2,Māris,Gulbis,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,849,121,3309,""
2,1,Artis,Gulbis,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,359,101,2839,""
3,5,Baiba,Pelse,Female,9,13,"Jaunie Demokrāti",1,Rīga,2581,207,78,2710,""
4,7,Visvaldis,Puķīte,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,159,76,2664,""
5,17,Jānis,Grasis,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,121,60,2642,""
6,32,Mārīte,Teivāne,Female,9,13,"Jaunie Demokrāti",1,Rīga,2581,127,68,2640,""
7,4,Juris,Jansons,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,108,51,2638,""
8,3,Velga,Bražņevica,Female,9,13,"Jaunie Demokrāti",1,Rīga,2581,138,85,2634,""
9,6,Guntis,Akmeņkalns,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,103,57,2627,""
10,9,Kristaps,Bergmanis,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,95,64,2612,""
11,10,Gints,Karlsons,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,90,67,2604,""
12,13,Jānis,Neimanis,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,82,60,2603,""
13,15,Anta,Vīgante,Female,9,13,"Jaunie Demokrāti",1,Rīga,2581,74,58,2597,""
14,28,Juris,Eglītis,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,73,58,2596,""
15,29,Mārtiņš,Oliņš,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,70,56,2595,""
16,24,Edīte,Stradiņa,Female,9,13,"Jaunie Demokrāti",1,Rīga,2581,59,52,2588,""
17,25,Sandra,Pūce,Female,9,13,"Jaunie Demokrāti",1,Rīga,2581,64,57,2588,""
18,12,Aivars,Graikstis,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,63,57,2587,""
19,21,Ineta,Grīnfelde,Female,9,13,"Jaunie Demokrāti",1,Rīga,2581,61,55,2587,""
20,26,Gatis,Īlens,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,62,56,2587,""
21,8,Tālis,Laizāns,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,78,73,2586,""
22,11,Aelita,Veipa,Female,9,13,"Jaunie Demokrāti",1,Rīga,2581,71,67,2585,""
23,18,Jānis,Knipšis,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,58,58,2581,""
24,20,Mārtiņš,Granāts,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,52,54,2579,""
25,31,Dace,Zabiņako,Female,9,13,"Jaunie Demokrāti",1,Rīga,2581,62,69,2574,""
26,19,Vladislavs,Naudušēvics,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,65,73,2573,""
27,27,Arvīds,Kalme,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,52,61,2572,""
28,16,Matīss,Arnicāns,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,48,61,2568,""
29,14,Zintis,Mūrnieks,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,44,59,2566,""
30,30,Irēna,Škutāne,Female,9,13,"Jaunie Demokrāti",1,Rīga,2581,46,62,2565,""
31,22,Raimonds,Seņko,Male,9,13,"Jaunie Demokrāti",1,Rīga,2581,47,65,2563,""
32,23,Jeļena,Kozlovska,Female,9,13,"Jaunie Demokrāti",1,Rīga,2581,44,86,2539,""
1,1,Māris,Gulbis,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,1515,118,5174,""
2,5,Baiba,Pelse,Female,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,256,108,3925,""
3,2,Kristaps,Bergmanis,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,177,89,3865,""
4,3,Guntis,Akmeņkalns,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,157,97,3837,""
5,8,Visvaldis,Puķīte,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,160,105,3832,""
6,9,Sandra,Pilskalne,Female,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,148,94,3831,""
7,25,Pēteris,Pētersons,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,132,85,3824,""
8,10,Jānis,Grasis,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,134,93,3818,""
9,7,Ilze,Kuduliņa,Female,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,137,100,3814,""
10,11,Tālis,Laizāns,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,130,96,3811,""
11,13,Juris,Jansons,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,119,89,3807,""
12,27,Mārtiņš,Oliņš,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,113,84,3806,""
13,4,Gints,Karlsons,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,123,97,3803,""
14,15,Sandra,Pūce,Female,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,111,91,3797,""
15,29,Pēteris,Salkazanovs,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,138,120,3795,""
16,14,Aivars,Graikstis,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,115,101,3791,""
17,28,Juris,Eglītis,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,91,82,3786,""
18,12,Jānis,Neimanis,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,100,95,3782,""
19,6,Aelita,Veipa,Female,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,109,105,3781,""
20,26,Edīte,Stradiņa,Female,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,89,86,3780,""
21,22,Anta,Vīgante,Female,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,88,94,3771,""
22,17,Matīss,Arnicāns,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,83,90,3770,""
23,21,Gatis,Īlens,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,82,90,3769,""
24,19,Vladislavs,Naudušēvics,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,89,102,3764,""
25,16,Aldis,Gēcis,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,72,90,3759,""
26,20,Arvīds,Kalme,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,73,92,3758,""
27,23,Ineta,Grīnfelde,Female,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,72,92,3757,""
28,18,Juris,Šūtelis,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,70,92,3755,""
29,24,Ivars-Otomars,Celmiņš,Male,9,13,"Jaunie Demokrāti",2,Vidzeme,3777,71,97,3751,""
1,2,Māris,Gulbis,Male,9,13,"Jaunie Demokrāti",3,Latgale,1255,356,94,1517,""
2,1,Juris,Viļums,Male,9,13,"Jaunie Demokrāti",3,Latgale,1255,268,76,1447,""
3,17,Arvīds,Soldāns,Male,9,13,"Jaunie Demokrāti",3,Latgale,1255,185,49,1391,""
4,18,Guntis,Rasims,Male,9,13,"Jaunie Demokrāti",3,Latgale,1255,120,84,1291,""
5,3,Jānis,Grasis,Male,9,13,"Jaunie Demokrāti",3,Latgale,1255,76,88,1243,""
6,15,Harijs,Bernāns,Male,9,13,"Jaunie Demokrāti",3,Latgale,1255,64,78,1241,""
7,9,Artis,Gulbis,Male,9,13,"Jaunie Demokrāti",3,Latgale,1255,69,84,1240,""
8,7,Santa,Ancāne,Female,9,13,"Jaunie Demokrāti",3,Latgale,1255,59,85,1229,""
9,10,Velga,Bražņevica,Female,9,13,"Jaunie Demokrāti",3,Latgale,1255,49,87,1217,""
10,5,Baiba,Pelse,Female,9,13,"Jaunie Demokrāti",3,Latgale,1255,58,99,1214,""
11,12,Tālis,Laizāns,Male,9,13,"Jaunie Demokrāti",3,Latgale,1255,35,78,1212,""
12,6,Visvaldis,Puķīte,Male,9,13,"Jaunie Demokrāti",3,Latgale,1255,48,92,1211,""
13,19,Guntis,Akmeņkalns,Male,9,13,"Jaunie Demokrāti",3,Latgale,1255,37,82,1210,""
14,16,Mārīte,Teivāne,Female,9,13,"Jaunie Demokrāti",3,Latgale,1255,46,93,1208,""
15,8,Gints,Karlsons,Male,9,13,"Jaunie Demokrāti",3,Latgale,1255,36,86,1205,""
16,4,Juris,Jansons,Male,9,13,"Jaunie Demokrāti",3,Latgale,1255,38,89,1204,""
17,13,Lidija,Ugaine,Female,9,13,"Jaunie Demokrāti",3,Latgale,1255,32,87,1200,""
18,11,Jānis,Neimanis,Male,9,13,"Jaunie Demokrāti",3,Latgale,1255,33,91,1197,""
19,14,Vladislavs,Naudušēvics,Male,9,13,"Jaunie Demokrāti",3,Latgale,1255,27,87,1195,""
1,3,Māris,Gulbis,Male,9,13,"Jaunie Demokrāti",4,Kurzeme,1886,730,46,2570,""
2,1,Jānis,Neimanis,Male,9,13,"Jaunie Demokrāti",4,Kurzeme,1886,339,44,2181,""
3,2,Artis,Gulbis,Male,9,13,"Jaunie Demokrāti",4,Kurzeme,1886,210,39,2057,""
4,5,Baiba,Pelse,Female,9,13,"Jaunie Demokrāti",4,Kurzeme,1886,154,48,1992,""
5,6,Visvaldis,Puķīte,Male,9,13,"Jaunie Demokrāti",4,Kurzeme,1886,109,51,1944,""
6,12,Mārtiņš,Bērziņš,Male,9,13,"Jaunie Demokrāti",4,Kurzeme,1886,102,50,1938,""
7,11,Mārīte,Teivāne,Female,9,13,"Jaunie Demokrāti",4,Kurzeme,1886,97,52,1931,""
8,10,Uldis,Vizbulis,Male,9,13,"Jaunie Demokrāti",4,Kurzeme,1886,91,50,1927,""
9,4,Andris,Razma,Male,9,13,"Jaunie Demokrāti",4,Kurzeme,1886,92,54,1924,""
10,9,Juris,Eglītis,Male,9,13,"Jaunie Demokrāti",4,Kurzeme,1886,75,45,1916,""
11,15,Gints,Karlsons,Male,9,13,"Jaunie Demokrāti",4,Kurzeme,1886,70,44,1912,""
12,17,Juris,Jansons,Male,9,13,"Jaunie Demokrāti",4,Kurzeme,1886,63,39,1910,""
13,7,Elita,Tisjaka,Female,9,13,"Jaunie Demokrāti",4,Kurzeme,1886,82,61,1907,""
14,13,Ilze,Kuduliņa,Female,9,13,"Jaunie Demokrāti",4,Kurzeme,1886,66,46,1906,""
15,8,Guntis,Akmeņkalns,Male,9,13,"Jaunie Demokrāti",4,Kurzeme,1886,62,44,1904,""
16,16,Velga,Bražņevica,Female,9,13,"Jaunie Demokrāti",4,Kurzeme,1886,83,66,1903,""
17,14,Andrejs,Ivļijevs,Male,9,13,"Jaunie Demokrāti",4,Kurzeme,1886,70,79,1877,""
